province;red;green;blue;x;x
4172;22;236;239;Zagros2;x
4173;106;34;172;Syrmia;x
4174;200;147;147;Durres;x
4175;15;161;198;Lezhe;x
4176;81;63;217;Branicevo;x
4177;222;79;239;Elburz;x
4178;16;119;24;Pontic Mountains;x
4179;24;212;37;Armenian Highlands;x
4180;207;110;113;Unused151
4181;207;110;114;Unused152
4182;207;110;115;Unused153
4183;207;110;116;Unused154
4184;207;110;117;Unused155
4185;207;110;118;Unused156
4186;207;110;119;Unused157
4187;207;110;120;Unused158
4188;207;110;121;Unused159
4189;207;110;122;Unused160
4190;207;110;123;Unused161
4191;207;110;124;Unused162
4192;207;110;125;Unused163
4193;207;110;126;Unused164
4194;207;110;127;Unused165
4195;207;110;128;Unused166
4196;207;110;129;Unused167
4197;207;140;130;Unused168
4198;207;140;131;Unused169
4199;207;140;132;Unused170
4200;207;140;133;Unused171
4201;207;140;134;Unused172
4202;207;140;135;Unused173
4203;207;140;136;Unused174
4204;207;140;137;Unused175
4205;207;140;138;Unused176
4206;219;32;0;UnusedLand0
4207;219;32;1;UnusedLand1
4208;219;32;2;UnusedLand2
4209;219;32;3;UnusedLand3
4210;219;32;4;UnusedLand4
4211;219;32;5;UnusedLand5
4212;219;32;6;UnusedLand6
4213;219;32;7;UnusedLand7
4214;219;32;8;UnusedLand8
4215;219;32;9;UnusedLand9
4216;219;32;10;UnusedLand10
4217;219;32;11;UnusedLand11
4218;219;32;12;UnusedLand12
4219;219;32;13;UnusedLand13
4220;219;32;14;UnusedLand14
4221;219;32;15;UnusedLand15
4222;219;32;16;UnusedLand16
4223;219;32;17;UnusedLand17
4224;219;32;18;UnusedLand18
4225;219;32;19;UnusedLand19
4226;219;32;20;UnusedLand20
4227;219;32;21;UnusedLand21
4228;219;32;22;UnusedLand22
4229;219;32;23;UnusedLand23
4230;219;32;24;UnusedLand24
4231;219;32;25;UnusedLand25
4232;219;32;26;UnusedLand26
4233;219;32;27;UnusedLand27
4234;219;32;28;UnusedLand28
4235;219;32;29;UnusedLand29
4236;219;32;30;UnusedLand30
4237;219;32;31;UnusedLand31
4238;219;32;32;UnusedLand32
4239;219;32;33;UnusedLand33
4240;219;32;34;UnusedLand34
4241;219;32;35;UnusedLand35
4242;219;32;36;UnusedLand36
4243;219;32;37;UnusedLand37
4244;219;32;38;UnusedLand38
4245;219;32;39;UnusedLand39
4246;219;32;40;UnusedLand40
4247;219;32;41;UnusedLand41
4248;219;32;42;UnusedLand42
4249;219;32;43;UnusedLand43
4250;219;32;44;UnusedLand44
4251;219;32;45;UnusedLand45
4252;219;32;46;UnusedLand46
4253;219;32;47;UnusedLand47
4254;219;32;48;UnusedLand48
4255;219;32;49;UnusedLand49
4256;219;32;50;UnusedLand50
4257;219;32;51;UnusedLand51
4258;219;32;52;UnusedLand52
4259;219;32;53;UnusedLand53
4260;219;32;54;UnusedLand54
4261;219;32;55;UnusedLand55
4262;219;32;56;UnusedLand56
4263;219;32;57;UnusedLand57
4264;219;32;58;UnusedLand58
4265;219;32;59;UnusedLand59
4266;219;32;60;UnusedLand60
4267;219;32;61;UnusedLand61
4268;219;32;62;UnusedLand62
4269;219;32;63;UnusedLand63
4270;219;32;64;UnusedLand64
4271;219;32;65;UnusedLand65
4272;219;32;66;UnusedLand66
4273;219;32;67;UnusedLand67
4274;219;32;68;UnusedLand68
4275;219;32;69;UnusedLand69
4276;219;32;70;UnusedLand70
4277;219;32;71;UnusedLand71
4278;219;32;72;UnusedLand72
4279;219;32;73;UnusedLand73
4280;219;32;74;UnusedLand74
4281;219;32;75;UnusedLand75
4282;219;32;76;UnusedLand76
4283;219;32;77;UnusedLand77
4284;219;32;78;UnusedLand78
4285;219;32;79;UnusedLand79
4286;219;32;80;UnusedLand80
4287;219;32;81;UnusedLand81
4288;219;32;82;UnusedLand82
4289;219;32;83;UnusedLand83
4290;219;32;84;UnusedLand84
4291;219;32;85;UnusedLand85
4292;219;32;86;UnusedLand86
4293;219;32;87;UnusedLand87
4294;219;32;88;UnusedLand88
4295;219;32;89;UnusedLand89
4296;219;32;90;UnusedLand90
4297;219;32;91;UnusedLand91
4298;219;32;92;UnusedLand92
4299;219;32;93;UnusedLand93
4300;219;32;94;UnusedLand94
4301;219;32;95;UnusedLand95
4302;219;32;96;UnusedLand96
4303;219;32;97;UnusedLand97
4304;219;32;98;UnusedLand98
4305;219;32;99;UnusedLand99
4306;219;32;100;UnusedLand100
4307;219;32;101;UnusedLand101
4308;219;32;102;UnusedLand102
4309;219;32;103;UnusedLand103
4310;219;32;104;UnusedLand104
4311;219;32;105;UnusedLand105
4312;219;32;106;UnusedLand106
4313;219;32;107;UnusedLand107
4314;219;32;108;UnusedLand108
4315;219;32;109;UnusedLand109
4316;219;32;110;UnusedLand110
4317;219;32;111;UnusedLand111
4318;219;32;112;UnusedLand112
4319;219;32;113;UnusedLand113
4320;2;2;2;BeyondTypusNewProvinceBuffer1
4321;1;1;1;BeyondTypusNewProvinceBuffer2
4322;1;1;2;BeyondTypusNewProvinceBuffer3
4323;1;1;3;BeyondTypusNewProvinceBuffer4
4324;1;1;4;BeyondTypusNewProvinceBuffer5
4325;1;1;5;BeyondTypusNewProvinceBuffer6
4326;1;1;6;BeyondTypusNewProvinceBuffer7
4327;1;1;7;BeyondTypusNewProvinceBuffer8
4328;1;1;8;BeyondTypusNewProvinceBuffer9
4329;1;1;9;BeyondTypusNewProvinceBuffer10
4330;1;1;10;BeyondTypusNewProvinceBuffer11
4331;1;1;11;BeyondTypusNewProvinceBuffer12
4332;1;1;12;BeyondTypusNewProvinceBuffer13
4333;1;1;13;BeyondTypusNewProvinceBuffer14
4334;1;1;14;BeyondTypusNewProvinceBuffer15
4335;1;1;15;BeyondTypusNewProvinceBuffer16
4336;1;1;16;BeyondTypusNewProvinceBuffer17
4337;1;1;17;BeyondTypusNewProvinceBuffer18
4338;1;1;18;BeyondTypusNewProvinceBuffer19
4339;1;1;19;BeyondTypusNewProvinceBuffer20
4340;1;1;20;BeyondTypusNewProvinceBuffer21
4341;1;1;21;BeyondTypusNewProvinceBuffer22
4342;1;1;22;BeyondTypusNewProvinceBuffer23
4343;1;1;23;BeyondTypusNewProvinceBuffer24
4344;1;1;24;BeyondTypusNewProvinceBuffer25
4345;1;1;25;BeyondTypusNewProvinceBuffer26
4346;1;1;26;BeyondTypusNewProvinceBuffer27
4347;1;1;27;BeyondTypusNewProvinceBuffer28
4348;1;1;28;BeyondTypusNewProvinceBuffer29
4349;1;1;29;BeyondTypusNewProvinceBuffer30
4350;1;1;30;BeyondTypusNewProvinceBuffer31
4351;1;1;31;BeyondTypusNewProvinceBuffer32
4352;1;1;32;BeyondTypusNewProvinceBuffer33
4353;1;1;33;BeyondTypusNewProvinceBuffer34
4354;1;1;34;BeyondTypusNewProvinceBuffer35
4355;1;1;35;BeyondTypusNewProvinceBuffer36
4356;1;1;36;BeyondTypusNewProvinceBuffer37
4357;1;1;37;BeyondTypusNewProvinceBuffer38
4358;1;1;38;BeyondTypusNewProvinceBuffer39
4359;1;1;39;BeyondTypusNewProvinceBuffer40
4360;1;1;40;BeyondTypusNewProvinceBuffer41
4361;1;1;41;BeyondTypusNewProvinceBuffer42
4362;1;1;42;BeyondTypusNewProvinceBuffer43
4363;1;1;43;BeyondTypusNewProvinceBuffer44
4364;1;1;44;BeyondTypusNewProvinceBuffer45
4365;1;1;45;BeyondTypusNewProvinceBuffer46
4366;1;1;46;BeyondTypusNewProvinceBuffer47
4367;1;1;47;BeyondTypusNewProvinceBuffer48
4368;1;1;48;BeyondTypusNewProvinceBuffer49
4369;1;1;49;BeyondTypusNewProvinceBuffer50
4370;3;3;3;BeyondTypusNewProvinceBuffer51
4371;1;1;50;BeyondTypusNewProvinceBuffer52
4372;1;1;51;BeyondTypusNewProvinceBuffer53
4373;1;1;52;BeyondTypusNewProvinceBuffer54
4374;1;1;53;BeyondTypusNewProvinceBuffer55
4375;1;1;54;BeyondTypusNewProvinceBuffer56
4376;1;1;55;BeyondTypusNewProvinceBuffer57
4377;1;1;56;BeyondTypusNewProvinceBuffer58
4378;1;1;57;BeyondTypusNewProvinceBuffer59
4379;1;1;58;BeyondTypusNewProvinceBuffer60
4380;1;1;59;BeyondTypusNewProvinceBuffer61
4381;1;1;70;BeyondTypusNewProvinceBuffer62
4382;1;1;71;BeyondTypusNewProvinceBuffer63
4383;1;1;72;BeyondTypusNewProvinceBuffer64
4384;1;1;73;BeyondTypusNewProvinceBuffer65
4385;1;1;74;BeyondTypusNewProvinceBuffer66
4386;1;1;75;BeyondTypusNewProvinceBuffer67
4387;1;1;76;BeyondTypusNewProvinceBuffer68
4388;1;1;77;BeyondTypusNewProvinceBuffer69
4389;1;1;78;BeyondTypusNewProvinceBuffer70
4390;1;1;79;BeyondTypusNewProvinceBuffer71
4391;1;1;80;BeyondTypusNewProvinceBuffer72
4392;1;1;81;BeyondTypusNewProvinceBuffer73
4393;1;1;82;BeyondTypusNewProvinceBuffer74
4394;1;1;83;BeyondTypusNewProvinceBuffer75
4395;1;1;84;BeyondTypusNewProvinceBuffer76
4396;1;1;85;BeyondTypusNewProvinceBuffer77
4397;1;1;86;BeyondTypusNewProvinceBuffer78
4398;1;1;87;BeyondTypusNewProvinceBuffer79
4399;1;1;88;BeyondTypusNewProvinceBuffer80
4400;1;1;89;BeyondTypusNewProvinceBuffer81
4401;1;1;90;BeyondTypusNewProvinceBuffer82
4402;1;1;91;BeyondTypusNewProvinceBuffer83
4403;1;1;92;BeyondTypusNewProvinceBuffer84
4404;1;1;93;BeyondTypusNewProvinceBuffer85
4405;1;1;94;BeyondTypusNewProvinceBuffer86
4406;1;1;95;BeyondTypusNewProvinceBuffer87
4407;1;1;96;BeyondTypusNewProvinceBuffer88
4408;1;1;97;BeyondTypusNewProvinceBuffer89
4409;1;1;98;BeyondTypusNewProvinceBuffer90
4410;1;1;99;BeyondTypusNewProvinceBuffer91
4411;1;1;100;BeyondTypusNewProvinceBuffer92
4412;1;1;101;BeyondTypusNewProvinceBuffer93
4413;1;1;102;BeyondTypusNewProvinceBuffer94
4414;1;1;103;BeyondTypusNewProvinceBuffer95
4415;1;1;104;BeyondTypusNewProvinceBuffer96
4416;1;1;105;BeyondTypusNewProvinceBuffer97
4417;1;1;106;BeyondTypusNewProvinceBuffer98
4418;1;1;107;BeyondTypusNewProvinceBuffer99
4419;1;1;108;BeyondTypusNewProvinceBuffer100
4420;1;1;109;BeyondTypusNewProvinceBuffer101
4421;1;1;110;BeyondTypusNewProvinceBuffer102
4422;1;1;111;BeyondTypusNewProvinceBuffer103
4423;1;1;112;BeyondTypusNewProvinceBuffer104
4424;1;1;113;BeyondTypusNewProvinceBuffer105
4425;1;1;114;BeyondTypusNewProvinceBuffer106
4426;1;1;115;BeyondTypusNewProvinceBuffer107
4427;1;1;116;BeyondTypusNewProvinceBuffer108
4428;1;1;117;BeyondTypusNewProvinceBuffer109
4429;1;1;118;BeyondTypusNewProvinceBuffer110
4430;1;1;119;BeyondTypusNewProvinceBuffer111
4431;1;1;120;BeyondTypusNewProvinceBuffer112
4432;1;1;121;BeyondTypusNewProvinceBuffer113
4433;1;1;122;BeyondTypusNewProvinceBuffer114
4434;1;1;123;BeyondTypusNewProvinceBuffer115
4435;1;1;124;BeyondTypusNewProvinceBuffer116
4436;1;1;125;BeyondTypusNewProvinceBuffer117
4437;1;1;126;BeyondTypusNewProvinceBuffer118
4438;1;1;127;BeyondTypusNewProvinceBuffer119
4439;1;1;128;BeyondTypusNewProvinceBuffer120
4440;1;1;129;BeyondTypusNewProvinceBuffer121
4441;1;1;130;BeyondTypusNewProvinceBuffer122
4442;1;1;131;BeyondTypusNewProvinceBuffer123
4443;1;1;132;BeyondTypusNewProvinceBuffer124
4444;1;1;133;BeyondTypusNewProvinceBuffer125
4445;1;1;134;BeyondTypusNewProvinceBuffer126
4446;1;1;135;BeyondTypusNewProvinceBuffer127
4447;1;1;136;BeyondTypusNewProvinceBuffer128
4448;1;1;137;BeyondTypusNewProvinceBuffer129
4449;1;1;138;BeyondTypusNewProvinceBuffer130
4450;1;1;139;BeyondTypusNewProvinceBuffer131
4451;1;1;140;BeyondTypusNewProvinceBuffer132
4452;1;1;141;BeyondTypusNewProvinceBuffer133
4453;1;1;142;BeyondTypusNewProvinceBuffer134
4454;1;1;143;BeyondTypusNewProvinceBuffer135
4455;1;1;144;BeyondTypusNewProvinceBuffer136
4456;1;1;145;BeyondTypusNewProvinceBuffer137
4457;1;1;146;BeyondTypusNewProvinceBuffer138
4458;1;1;147;BeyondTypusNewProvinceBuffer139
4459;1;1;148;BeyondTypusNewProvinceBuffer140
4460;1;1;149;BeyondTypusNewProvinceBuffer141
4461;1;1;150;BeyondTypusNewProvinceBuffer142
4462;1;1;151;BeyondTypusNewProvinceBuffer143
4463;1;1;152;BeyondTypusNewProvinceBuffer144
4464;1;1;153;BeyondTypusNewProvinceBuffer145
4465;1;1;154;BeyondTypusNewProvinceBuffer146
4466;1;1;155;BeyondTypusNewProvinceBuffer147
4467;1;1;156;BeyondTypusNewProvinceBuffer148
4468;1;1;157;BeyondTypusNewProvinceBuffer149
4469;1;1;158;BeyondTypusNewProvinceBuffer150
4470;1;1;159;BeyondTypusNewProvinceBuffer151
4471;1;1;160;BeyondTypusNewProvinceBuffer152
4472;1;1;161;BeyondTypusNewProvinceBuffer153
4473;1;1;162;BeyondTypusNewProvinceBuffer154
4474;1;1;163;BeyondTypusNewProvinceBuffer155
4475;1;1;164;BeyondTypusNewProvinceBuffer156
4476;1;1;165;BeyondTypusNewProvinceBuffer157
4477;1;1;166;BeyondTypusNewProvinceBuffer158
4478;1;1;167;BeyondTypusNewProvinceBuffer159
4479;1;1;168;BeyondTypusNewProvinceBuffer160
4480;1;1;169;BeyondTypusNewProvinceBuffer161
4481;1;1;170;BeyondTypusNewProvinceBuffer162
4482;1;1;171;BeyondTypusNewProvinceBuffer163
4483;1;1;172;BeyondTypusNewProvinceBuffer164
4484;1;1;173;BeyondTypusNewProvinceBuffer165
4485;1;1;174;BeyondTypusNewProvinceBuffer166
4486;1;1;175;BeyondTypusNewProvinceBuffer167
4487;1;1;176;BeyondTypusNewProvinceBuffer168
4488;1;1;177;BeyondTypusNewProvinceBuffer169
4489;1;1;178;BeyondTypusNewProvinceBuffer170
4490;1;1;179;BeyondTypusNewProvinceBuffer171
4491;1;1;180;BeyondTypusNewProvinceBuffer172
4492;1;1;181;BeyondTypusNewProvinceBuffer173
4493;1;1;182;BeyondTypusNewProvinceBuffer174
4494;1;1;183;BeyondTypusNewProvinceBuffer175
4495;1;1;184;BeyondTypusNewProvinceBuffer176
4496;1;1;185;BeyondTypusNewProvinceBuffer177
4497;1;1;186;BeyondTypusNewProvinceBuffer178
4498;1;1;187;BeyondTypusNewProvinceBuffer179
4499;1;1;188;BeyondTypusNewProvinceBuffer180
4500;1;1;189;BeyondTypusNewProvinceBuffer181
4501;1;1;190;BeyondTypusNewProvinceBuffer182
4502;1;1;191;BeyondTypusNewProvinceBuffer183
4503;1;1;192;BeyondTypusNewProvinceBuffer184
4504;1;1;193;BeyondTypusNewProvinceBuffer185
4505;1;1;194;BeyondTypusNewProvinceBuffer186
4506;1;1;195;BeyondTypusNewProvinceBuffer187
4507;1;1;196;BeyondTypusNewProvinceBuffer188
4508;1;1;197;BeyondTypusNewProvinceBuffer189
4509;1;1;198;BeyondTypusNewProvinceBuffer190
4510;1;1;199;BeyondTypusNewProvinceBuffer191
4511;1;1;200;BeyondTypusNewProvinceBuffer192
4512;1;1;201;BeyondTypusNewProvinceBuffer193
4513;1;1;202;BeyondTypusNewProvinceBuffer194
4514;1;1;203;BeyondTypusNewProvinceBuffer195
4515;1;1;204;BeyondTypusNewProvinceBuffer196
4516;1;1;205;BeyondTypusNewProvinceBuffer197
4517;1;1;206;BeyondTypusNewProvinceBuffer198
4518;1;1;207;BeyondTypusNewProvinceBuffer199
4519;1;1;208;BeyondTypusNewProvinceBuffer200
4520;1;1;209;BeyondTypusNewProvinceBuffer201
4521;1;1;210;BeyondTypusNewProvinceBuffer202
4522;1;1;211;BeyondTypusNewProvinceBuffer203
4523;1;1;212;BeyondTypusNewProvinceBuffer204
4524;1;1;213;BeyondTypusNewProvinceBuffer205
4525;1;1;214;BeyondTypusNewProvinceBuffer206
4526;1;1;215;BeyondTypusNewProvinceBuffer207
4527;1;1;216;BeyondTypusNewProvinceBuffer208
4528;1;1;217;BeyondTypusNewProvinceBuffer209
4529;1;1;218;BeyondTypusNewProvinceBuffer210
4530;1;1;219;BeyondTypusNewProvinceBuffer211
4531;1;1;220;BeyondTypusNewProvinceBuffer212
4532;1;1;221;BeyondTypusNewProvinceBuffer213
4533;1;1;222;BeyondTypusNewProvinceBuffer214
4534;1;1;223;BeyondTypusNewProvinceBuffer215
4535;1;1;224;BeyondTypusNewProvinceBuffer216
4536;1;1;225;BeyondTypusNewProvinceBuffer217
4537;1;1;226;BeyondTypusNewProvinceBuffer218
4538;1;1;227;BeyondTypusNewProvinceBuffer219
4539;1;1;228;BeyondTypusNewProvinceBuffer220
4540;1;1;229;BeyondTypusNewProvinceBuffer221
4541;1;1;230;BeyondTypusNewProvinceBuffer222
4542;1;1;231;BeyondTypusNewProvinceBuffer223
4543;1;1;232;BeyondTypusNewProvinceBuffer224
4544;1;1;233;BeyondTypusNewProvinceBuffer225
4545;1;1;234;BeyondTypusNewProvinceBuffer226
4546;1;1;235;BeyondTypusNewProvinceBuffer227
4547;1;1;236;BeyondTypusNewProvinceBuffer228
4548;1;1;237;BeyondTypusNewProvinceBuffer229
4549;1;1;238;BeyondTypusNewProvinceBuffer230
4550;1;1;239;BeyondTypusNewProvinceBuffer231
4551;1;1;240;BeyondTypusNewProvinceBuffer232
4552;1;1;241;BeyondTypusNewProvinceBuffer233
4553;1;1;242;BeyondTypusNewProvinceBuffer234
4554;1;1;243;BeyondTypusNewProvinceBuffer235
4555;1;1;244;BeyondTypusNewProvinceBuffer236
4556;1;1;245;BeyondTypusNewProvinceBuffer237
4557;1;1;246;BeyondTypusNewProvinceBuffer238
4558;1;1;247;BeyondTypusNewProvinceBuffer239
4559;1;1;248;BeyondTypusNewProvinceBuffer240
4560;1;1;249;BeyondTypusNewProvinceBuffer241
4561;1;1;250;BeyondTypusNewProvinceBuffer242
4562;1;2;1;BeyondTypusNewProvinceBuffer243
4563;1;3;1;BeyondTypusNewProvinceBuffer244
4564;1;4;1;BeyondTypusNewProvinceBuffer245
4565;1;5;1;BeyondTypusNewProvinceBuffer246
4566;1;6;1;BeyondTypusNewProvinceBuffer247
4567;1;7;1;BeyondTypusNewProvinceBuffer248
4568;1;8;1;BeyondTypusNewProvinceBuffer249
4569;1;9;1;BeyondTypusNewProvinceBuffer250
4570;1;10;1;BeyondTypusNewProvinceBuffer251
4571;1;11;1;BeyondTypusNewProvinceBuffer252
4572;1;12;1;BeyondTypusNewProvinceBuffer253
4573;1;13;1;BeyondTypusNewProvinceBuffer254
4574;1;14;1;BeyondTypusNewProvinceBuffer255
4575;1;15;1;BeyondTypusNewProvinceBuffer256
4576;1;16;1;BeyondTypusNewProvinceBuffer257
4577;1;17;1;BeyondTypusNewProvinceBuffer258
4578;1;18;1;BeyondTypusNewProvinceBuffer259
4579;1;19;1;BeyondTypusNewProvinceBuffer260
4580;1;20;1;BeyondTypusNewProvinceBuffer261
4581;1;21;1;BeyondTypusNewProvinceBuffer262
4582;1;22;1;BeyondTypusNewProvinceBuffer263
4583;1;23;1;BeyondTypusNewProvinceBuffer264
4584;1;24;1;BeyondTypusNewProvinceBuffer265
4585;1;25;1;BeyondTypusNewProvinceBuffer266
4586;1;26;1;BeyondTypusNewProvinceBuffer267
4587;1;27;1;BeyondTypusNewProvinceBuffer268
4588;1;28;1;BeyondTypusNewProvinceBuffer269
4589;1;29;1;BeyondTypusNewProvinceBuffer270
4590;1;30;1;BeyondTypusNewProvinceBuffer271
4591;1;31;1;BeyondTypusNewProvinceBuffer272
4592;1;32;1;BeyondTypusNewProvinceBuffer273
4593;1;33;1;BeyondTypusNewProvinceBuffer274
4594;1;34;1;BeyondTypusNewProvinceBuffer275
4595;1;35;1;BeyondTypusNewProvinceBuffer276
4596;1;36;1;BeyondTypusNewProvinceBuffer277
4597;1;37;1;BeyondTypusNewProvinceBuffer278
4598;1;38;1;BeyondTypusNewProvinceBuffer279
4599;1;39;1;BeyondTypusNewProvinceBuffer280
4600;1;40;1;BeyondTypusNewProvinceBuffer281
4601;1;41;1;BeyondTypusNewProvinceBuffer282
4602;1;42;1;BeyondTypusNewProvinceBuffer283
4603;1;43;1;BeyondTypusNewProvinceBuffer284
4604;1;44;1;BeyondTypusNewProvinceBuffer285
4605;1;45;1;BeyondTypusNewProvinceBuffer286
4606;1;46;1;BeyondTypusNewProvinceBuffer287
4607;1;47;1;BeyondTypusNewProvinceBuffer288
4608;1;48;1;BeyondTypusNewProvinceBuffer289
4609;1;49;1;BeyondTypusNewProvinceBuffer290
4610;1;50;1;BeyondTypusNewProvinceBuffer291
4611;1;51;1;BeyondTypusNewProvinceBuffer292
4612;1;52;1;BeyondTypusNewProvinceBuffer293
4613;1;53;1;BeyondTypusNewProvinceBuffer294
4614;1;54;1;BeyondTypusNewProvinceBuffer295
4615;1;55;1;BeyondTypusNewProvinceBuffer296
4616;1;56;1;BeyondTypusNewProvinceBuffer297
4617;1;57;1;BeyondTypusNewProvinceBuffer298
4618;1;58;1;BeyondTypusNewProvinceBuffer299
4619;1;59;1;BeyondTypusNewProvinceBuffer300
4620;1;60;1;BeyondTypusNewProvinceBuffer301
4621;1;61;1;BeyondTypusNewProvinceBuffer302
4622;1;62;1;BeyondTypusNewProvinceBuffer303
4623;1;63;1;BeyondTypusNewProvinceBuffer304
4624;1;64;1;BeyondTypusNewProvinceBuffer305
4625;1;65;1;BeyondTypusNewProvinceBuffer306
4626;1;66;1;BeyondTypusNewProvinceBuffer307
4627;1;67;1;BeyondTypusNewProvinceBuffer308
4628;1;68;1;BeyondTypusNewProvinceBuffer309
4629;1;69;1;BeyondTypusNewProvinceBuffer310
4630;1;70;1;BeyondTypusNewProvinceBuffer311
4631;1;71;1;BeyondTypusNewProvinceBuffer312
4632;1;72;1;BeyondTypusNewProvinceBuffer313
4633;1;73;1;BeyondTypusNewProvinceBuffer314
4634;1;74;1;BeyondTypusNewProvinceBuffer315
4635;1;75;1;BeyondTypusNewProvinceBuffer316
4636;1;76;1;BeyondTypusNewProvinceBuffer317
4637;1;77;1;BeyondTypusNewProvinceBuffer318
4638;1;78;1;BeyondTypusNewProvinceBuffer319
4639;1;79;1;BeyondTypusNewProvinceBuffer320
4640;1;80;1;BeyondTypusNewProvinceBuffer321
4641;1;81;1;BeyondTypusNewProvinceBuffer322
4642;1;82;1;BeyondTypusNewProvinceBuffer323
4643;1;83;1;BeyondTypusNewProvinceBuffer324
4644;1;84;1;BeyondTypusNewProvinceBuffer325
4645;1;85;1;BeyondTypusNewProvinceBuffer326
4646;1;86;1;BeyondTypusNewProvinceBuffer327
4647;1;87;1;BeyondTypusNewProvinceBuffer328
4648;1;88;1;BeyondTypusNewProvinceBuffer329
4649;1;89;1;BeyondTypusNewProvinceBuffer330
4650;1;90;1;BeyondTypusNewProvinceBuffer331
4651;1;91;1;BeyondTypusNewProvinceBuffer332
4652;1;92;1;BeyondTypusNewProvinceBuffer333
4653;1;93;1;BeyondTypusNewProvinceBuffer334
4654;1;94;1;BeyondTypusNewProvinceBuffer335
4655;1;95;1;BeyondTypusNewProvinceBuffer336
4656;1;96;1;BeyondTypusNewProvinceBuffer337
4657;1;97;1;BeyondTypusNewProvinceBuffer338
4658;1;98;1;BeyondTypusNewProvinceBuffer339
4659;1;99;1;BeyondTypusNewProvinceBuffer340
4660;1;100;1;BeyondTypusNewProvinceBuffer341
4661;1;101;1;BeyondTypusNewProvinceBuffer342
4662;1;102;1;BeyondTypusNewProvinceBuffer343
4663;1;103;1;BeyondTypusNewProvinceBuffer344
4664;1;104;1;BeyondTypusNewProvinceBuffer345
4665;1;105;1;BeyondTypusNewProvinceBuffer346
4666;1;106;1;BeyondTypusNewProvinceBuffer347
4667;1;107;1;BeyondTypusNewProvinceBuffer348
4668;1;108;1;BeyondTypusNewProvinceBuffer349
4669;1;109;1;BeyondTypusNewProvinceBuffer350
4670;1;110;1;BeyondTypusNewProvinceBuffer351
4671;1;111;1;BeyondTypusNewProvinceBuffer352
4672;1;112;1;BeyondTypusNewProvinceBuffer353
4673;1;113;1;BeyondTypusNewProvinceBuffer354
4674;1;114;1;BeyondTypusNewProvinceBuffer355
4675;1;115;1;BeyondTypusNewProvinceBuffer356
4676;1;116;1;BeyondTypusNewProvinceBuffer357
4677;1;117;1;BeyondTypusNewProvinceBuffer358
4678;1;118;1;BeyondTypusNewProvinceBuffer359
4679;1;119;1;BeyondTypusNewProvinceBuffer360
4680;1;120;1;BeyondTypusNewProvinceBuffer361
4681;1;121;1;BeyondTypusNewProvinceBuffer362
4682;1;122;1;BeyondTypusNewProvinceBuffer363
4683;1;123;1;BeyondTypusNewProvinceBuffer364
4684;1;124;1;BeyondTypusNewProvinceBuffer365
4685;1;125;1;BeyondTypusNewProvinceBuffer366
4686;1;126;1;BeyondTypusNewProvinceBuffer367
4687;1;127;1;BeyondTypusNewProvinceBuffer368
4688;1;128;1;BeyondTypusNewProvinceBuffer369
4689;1;129;1;BeyondTypusNewProvinceBuffer370
4690;1;130;1;BeyondTypusNewProvinceBuffer371
4691;1;131;1;BeyondTypusNewProvinceBuffer372
4692;1;132;1;BeyondTypusNewProvinceBuffer373
4693;1;133;1;BeyondTypusNewProvinceBuffer374
4694;1;134;1;BeyondTypusNewProvinceBuffer375
4695;1;135;1;BeyondTypusNewProvinceBuffer376
4696;1;136;1;BeyondTypusNewProvinceBuffer377
4697;1;137;1;BeyondTypusNewProvinceBuffer378
4698;1;138;1;BeyondTypusNewProvinceBuffer379
4699;1;139;1;BeyondTypusNewProvinceBuffer380
4700;1;140;1;BeyondTypusNewProvinceBuffer381
4701;1;141;1;BeyondTypusNewProvinceBuffer382
4702;1;142;1;BeyondTypusNewProvinceBuffer383
4703;1;143;1;BeyondTypusNewProvinceBuffer384
4704;1;144;1;BeyondTypusNewProvinceBuffer385
4705;1;145;1;BeyondTypusNewProvinceBuffer386
4706;1;146;1;BeyondTypusNewProvinceBuffer387
4707;1;147;1;BeyondTypusNewProvinceBuffer388
4708;1;148;1;BeyondTypusNewProvinceBuffer389
4709;1;149;1;BeyondTypusNewProvinceBuffer390
4710;1;150;1;BeyondTypusNewProvinceBuffer391
4711;1;151;1;BeyondTypusNewProvinceBuffer392
4712;1;152;1;BeyondTypusNewProvinceBuffer393
4713;1;153;1;BeyondTypusNewProvinceBuffer394
4714;1;154;1;BeyondTypusNewProvinceBuffer395
4715;1;155;1;BeyondTypusNewProvinceBuffer396
4716;1;156;1;BeyondTypusNewProvinceBuffer397
4717;1;157;1;BeyondTypusNewProvinceBuffer398
4718;1;158;1;BeyondTypusNewProvinceBuffer399
4719;1;159;1;BeyondTypusNewProvinceBuffer400
4720;1;160;1;BeyondTypusNewProvinceBuffer401
4721;1;161;1;BeyondTypusNewProvinceBuffer402
4722;1;162;1;BeyondTypusNewProvinceBuffer403
4723;1;163;1;BeyondTypusNewProvinceBuffer404
4724;1;164;1;BeyondTypusNewProvinceBuffer405
4725;1;165;1;BeyondTypusNewProvinceBuffer406
4726;1;166;1;BeyondTypusNewProvinceBuffer407
4727;1;167;1;BeyondTypusNewProvinceBuffer408
4728;1;168;1;BeyondTypusNewProvinceBuffer409
4729;1;169;1;BeyondTypusNewProvinceBuffer410
4730;1;170;1;BeyondTypusNewProvinceBuffer411
4731;1;171;1;BeyondTypusNewProvinceBuffer412
